ITEM,HS CODE,GOODS DESCRIPTION 
3691,85366100,"Lamp-holders, =<1000 V"
3692,85366900,"Plugs and sockets, =<1000 V"
3693,85367000,"Connectors for optical fibres,optical fibre bundles or cables"
3694,85369000,"Apparatus for switching... electrical circuits, nes, =<1000 V"
3695,85371000,"Boards...equipped with two/more apparatus of 85.35/85.36, voltage =<1000v"
3696,85372010,Motor control panels. Volt.>1000V
3697,85372090,"Boards...equipped with two/more app.of 85.35/85.36,volt.>1000v nes.."
3698,85381000,"Boards... desks, cabinets and other bases for goods of 85.37, not equipped"
3699,85389000,"Parts of apparatus of 85.35 to 85.37, nes"
3700,85391010,Sealed beam lamp units for cycles or motor vehicles
3701,85391090,Other sealed beam lamp units
3702,85392100,Tungsten halogen filament lamps (excl. ultra-violet or infra-red)
3703,85392210,"Filament lamps of a power >40w but <60w and of a voltage >100v, nes"
3704,85392220,Filament lamps of a power >60w but < 80w and of a voltage >100v
3705,85392230,Filament lamps of a power >80w but < 100w and of a voltage >100v
3706,85392290,Other filament lamps of a voltage exceeding 100v
3707,85392900,"Filament lamps, nes"
3708,85393100,"Discharge lamps, other than ultra-violet lamps, fluorescent, hot cathode"
3709,85393200,Mercury or sodium vapour lamps; metal halide lamps
3710,85393910,Fluorescent bulbs and tubes
3711,85393920,Compact flourescent tubes and bulbs of a gas type not exceeding 25w and voltage 250v
3712,85393990,"Other discharge lamps, other than ultra-violet lamps, nes"
3713,85394100,Arc-lamps
3714,85394900,Ultra-violet or infra-red lamps
3715,85399000,Parts for filament or discharge lamps
3716,85402000,Television camera tubes; image converters/intensifiers; photo-cathodes
3717,85407900,"Microwave tubes (excl. magnetrons, klystrons and grid-controlled tubes)"
3718,85408100,Receiver or amplifier valves and tubes
3719,85408900,"Other valves and tubes, nes"
3720,85409900,Parts of tubes and valves of 85.40 (excl. parts of cathode-ray tubes)
3721,85411000,Diodes (excl. photosensitive or light emitting diodes)
3722,85412100,"Transistors (excl. phototransistors), with a dissipation rate <1w"
3723,85412900,"Transistors (excl. phototransistors), with a dissipation rate >=1w"
3724,85413000,"Thyristors, diacs and triacs, other than photosensitive devices"
3725,85414000,Photosensitive semiconductor devices; light emitting diodes
3726,85415000,Semiconductor devices (excl. photosensitive)
3727,85419000,Parts of devices of 85.41
3728,85423100,"Processors and controllers,whether or not combined with memories ..etc or other circuits"
3729,85423200,Memories
3730,85423300,Amplifiers
3731,85423900,Other processors and controllers ..etc nes
3732,85429000,Parts of electronic integrated circuits and microassemblies
3733,85432000,Signal generators
3734,85433000,"Machines/apparatus for electroplating, electrolysis or electrophoresis"
3735,85437000,Other machines and apparatus
3736,85439000,"Parts of electrical machines/apparatus with individual functions, nes"
3737,85441100,Winding wire of copper
3738,85441900,Winding wire (excl. of copper)
3739,85442010,"Cu wire/cable, insulated w. polyethylene/polivinyl chloride, > 1.6 mm DIA"
3740,85442090,Other co-axial cable and other co-axial electric conductors
3741,85443000,"Ignition wiring sets and other wiring sets for vehicles, aircraft..."
3742,85444200,Fitted with connectors
3743,85444900,Other electric conductorswithout connectors for a voltage not exceeding 1000v
3744,85446010,"Cu wire/cable, insulated .w polyethylene/polyvinyl chloride, > 1.6 mm .dia"
3745,85446091,"Wire & cable in which any seperate conductor is insulated, >=11kv"
3746,85446092,"Electric conductors,nes,for a voltage>1000v of pvc ins.of rect.cross-section"
3747,85446099,"Other electric conductors,for a voltage > 1000 v"
3748,85447000,Optical fibre cables made up of individually sheathed fibres
3749,85451100,Carbon electrodes for furnaces
3750,85451900,Carbon electrodes (excl. for furnaces)
3751,85452000,Carbon brushes
3752,85459000,"Articles of graphite or other carbon, nes, for electrical purposes"
3753,85461000,Glass electrical insulaters
3754,85462000,Ceramic electrical insulators
3755,85469000,Electrical insulators (excl. of glass or ceramics)
3756,85471000,Insulating fittings of ceramics for electrical machines...
3757,85472000,Insulating fittings of plastics for electrical machines...
3758,85479010,Insulating fittings of glass
3759,85479020,"Joints of base metal lined w. insulating material, >=18mm <=28mm outer diameter"
3760,85479030,Coil formers & tranaformer bobbins of a value for duty purposes <= 25C ea.
3761,85479090,"Other insulating fittings, nes, for electrical machines...; conduit tubing"
3762,85481000,"Waste/scrap of primary cells/batteries/accum;spent primary CELLS,BATTERIES"
3763,85489000,"Electrical parts of machinery or apparatus, nes"
3764,86021000,Diesel-electric locomotives
3765,86040000,Railway or tramway maintenance or service vehicles
3766,86050090,"Luggage vans, post office & special purpose rail/tramway coaches,..."
3767,86063000,"Self-discharging vans and wagons, nes"
3768,86069200,"Railway or tramway goods vans and wagons, open, with sides of a height> 60cm"
3769,86069900,"Railway or tramway goods vans and wagons, not self-propelled, nes"
3770,86071900,"Axles, wheels and parts of bogies, etc, of railway.. locos/rolling stock"
3771,86073000,"Hooks and other coupling devices, buffers, and parts thereof"
3772,86079100,"Parts of railway or tramway locomotives, nes"
3773,86079900,"Parts of railway or tramway rolling stock, nes"
3774,86080000,Railway/tramway track fixtures/fittings; mechanical signalling...
3775,86090000,Containers specially designed for transport by one or more methods
3776,87011000,Pedestrian controlled tractors
3777,87012000,Road tractors for semi-trailers
3778,87019000,"Tractors (excl. tractors of 87.09), nes"
3779,87021011,Public transport type vehicles being coaches & buses >=26 persons
3780,87021019,Other public type transport vehicles being coaches & buses
3781,87021020,"Pub. transport type pmv,capacity>=15 and <20 persons incl driver approved by Comm"
3782,87021090,Other public type vehicles
3783,87029011,"Public type vehicles, not diesel, being coaches & buses for >=26 persons"
3784,87029019,Other public type transport vehicles being coaches & buses
3785,87029090,Other public transport type vehicles (excl. diesel or semi-diesel)
3786,87031000,"Vehicles for travelling on snow; golf cars, etc,"
3787,87032110,"M.V. for racing...driver only, spark-ignition engine, capacity =<1000cc"
3788,87032120,"Ambulances and  hearses, spark-ignition engine of a cylinder capacity =<1000cc"
3789,87032190,Other vehicles with spark-ignition engine of cylinder capacity =<1000cc
3790,87032210,"M\Vehicles constructed for racing purposes  spark-ignition eng., capacity >1000 =<1500cc"
3791,87032290,Other vehicles with spark-ignition engine of ... capacity >1000 =<1500cc
3792,87032312,Ambulances & hearses spark-ignition eng of cylinder capacity >1500 =<2000cc
3793,87032319,Other m.v. with spark-ignition engine of cylinder capacity >1500 =<2000cc
3794,87032391,M.V. for racing..driver only...spark-ignition ..capacity >2000 =<3000cc
3795,87032392,Ambulances and hearses of spark-ignition engine capacity   >2000 =<3000cc
3796,87032399,Other m.v. with spark-ignition engine of cylinder capacity >2000 =<3000cc
3797,87032490,Other vehicles with spark-ignition engine of cylinder capacity >3000cc
3798,87033120,Ambulances and hearses of diesel eng of cylinder cap =<1500cc
3799,87033190,Other vehicles with diesel... engine of cylinder capacity =<1500cc
3800,87033211,"M.v. for racing, driver only, diesel engine, capacity >1500 =<2000cc"
3801,87033219,Other vehicles with diesel...engine of cylinder capacity >1500 =<2000cc
3802,87033292,Ambulances and hearses with diesel engine of cylinder capacity >2000<=2500cc
3803,87033299,Other vehicles with diesel... engine of cylinder capacity  >2000 =<2500cc
3804,87033320,Ambulances and hearses with diesel engine of cylinder capacity>2500cc
3805,87033390,Other vehicles with diesel... engine of cylinder capacity >2500cc
3806,87039090,"Other motor vehicles for the transport of persons, n.e.s"
3807,87041000,Dumpers for off-highway use
3808,87042110,"Goods vehicles,diesel/semi-diesel engines,gvw =< 5t, for underground mines"
3809,87042120,Motor vehicles for the transport of goods being double cab vehicles
3810,87042130,"M/vehicles for the transport of goods, of a pay load =/<800kg"
3811,87042140,Motor vehicles for the transport of goods of payload >800KG not exceeding 1400KG (1.4t)
3812,87042190,"Other goods vehicles, with diesel/semi-diesel engines, gvw =< 5t"
3813,87042210,"Goods vehicles,diesel/semi-diesele engines,gvw  5-20t,for underground mines"
3814,87042290,"Goods vehicles, with diesel/semi-diesel engines, gvw 5-20t, nes"
3815,87042390,"Goods vehicles, with diesel/semi-diesel engines, gvw >20t, nes"
3816,87043120,Double cab/twin cab petrol engined
3817,87043130,Other m/v with spark ignition internal combustion piston engine of a payload</=800kg
3818,87043140,Other petrol transport m/v of a payload more than 800kg but not exceeding 1400kg
3819,87043190,"Other vehicles, with spark-ignition piston engines, gvw =<5t, nes"
3820,87043290,"Goods vehicles, with spark-ignition piston engines, gvw >5t, nes"
3821,87049090,"Other motor vehicles for the transport of goods, nes"
3822,87051000,Crane lorries
3823,87052000,Mobile drilling derricks
3824,87053000,Fire fighting vehicles
3825,87054000,Concrete-mixer lorries
3826,87059090,"Special purpose motor vehicles, nes"
3827,87071000,Bodies (incl. cabs) for the motor vehicles of 87.03
3828,87079000,"Bodies (incl. cabs) for the motor vehicles, nes"
3829,87081010,Bumpers & parts thereof designed for tractors other than road tractors
3830,87081090,Other bumpers & parts thereof
3831,87082100,Safety seat belts
3832,87082919,"Other windows, frames, but not incl. frames imported seperately"
3833,87082920,Exterior type roof carriers
3834,87082930,"Other parts & accessories of bodies(incl. cabs) designed for tractors, nes"
3835,87082990,"Other parts & accessories of bodies(incl. cabs), nes"
3836,87083010,"Brakes and parts specially designed for tractors, other than road tractors"
3837,87083090,Other brakes and servo-brakes nes
3838,87084010,Gear boxes designed for tractors other than road tractors
3839,87084090,Other gear boxes
3840,87085010,"Drive -axles specially designed for tractors, other than road tractors"
3841,87085090,Other drive-axles with differential
3842,87087010,"Road wheels and parts specially designed for tractors, other than road tractors"
3843,87087020,Rims fitted with tyres
3844,87087090,Other road wheels & parts & accessories thereof
3845,87088000,Suspension systems ( incl. shock absorbers) and parts thereof
